table,field,table_in_schema,field_in_schema,field_type,field_length
sp0049(发行人基本情况-核心技术人员),pageIndex,发行人基本情况-核心技术人员,set_default_none,,
sp0049(发行人基本情况-核心技术人员),accountingYear,发行人基本情况-核心技术人员,set_default_none,,
sp0049(发行人基本情况-核心技术人员),stamp,发行人基本情况-核心技术人员,set_default_none,,
sp0049(发行人基本情况-核心技术人员),f001Sp0049,发行人基本情况-核心技术人员,核心技术人员姓名,varchar(50),50
sp0049(发行人基本情况-核心技术人员),f005Sp0049,发行人基本情况-核心技术人员,简历,varchar(1500),1500
sp0049(发行人基本情况-核心技术人员),uuid,发行人基本情况-核心技术人员,set_default_none,,
sp0049(发行人基本情况-核心技术人员),dataYear,发行人基本情况-核心技术人员,年度,varchar(50),50
sp0052(发行人基本情况-员工情况-学历构成),reportType,发行人基本情况-员工情况-学历构成,set_default_none,,
sp0052(发行人基本情况-员工情况-学历构成),sourceUrl,发行人基本情况-员工情况-学历构成,set_default_none,,
sp0052(发行人基本情况-员工情况-学历构成),f001Sp0052,发行人基本情况-员工情况-学历构成,学历,varchar(50),50
sp0052(发行人基本情况-员工情况-学历构成),createtime,发行人基本情况-员工情况-学历构成,set_default_none,,
sp0052(发行人基本情况-员工情况-学历构成),contextref,发行人基本情况-员工情况-学历构成,set_default_none,,
sp0052(发行人基本情况-员工情况-学历构成),pageIndex,发行人基本情况-员工情况-学历构成,set_default_none,,
sp0052(发行人基本情况-员工情况-学历构成),f003Sp0052,发行人基本情况-员工情况-学历构成,占总人数的比例,varchar(50),50
sp0052(发行人基本情况-员工情况-学历构成),accountingYear,发行人基本情况-员工情况-学历构成,set_default_none,,
sp0052(发行人基本情况-员工情况-学历构成),stamp,发行人基本情况-员工情况-学历构成,set_default_none,,
sp0052(发行人基本情况-员工情况-学历构成),f002Sp0052,发行人基本情况-员工情况-学历构成,人数,varchar(50),50
sp0052(发行人基本情况-员工情况-学历构成),uuid,发行人基本情况-员工情况-学历构成,set_default_none,,
sp0052(发行人基本情况-员工情况-学历构成),f003Sp0052Org,发行人基本情况-员工情况-学历构成,占总人数的比例原文,varchar(50),50
sp0052(发行人基本情况-员工情况-学历构成),dataYear,发行人基本情况-员工情况-学历构成,年度,varchar(50),50
sp0027(财务会计信息-审计意见),reportType,财务会计信息-审计意见,set_default_none,,
sp0027(财务会计信息-审计意见),sourceUrl,财务会计信息-审计意见,set_default_none,,
sp0027(财务会计信息-审计意见),createtime,财务会计信息-审计意见,set_default_none,,
sp0027(财务会计信息-审计意见),f002Sp0027,财务会计信息-审计意见,审计意见（原文）,varchar(2048),2048
sp0027(财务会计信息-审计意见),contextref,财务会计信息-审计意见,set_default_none,,
sp0027(财务会计信息-审计意见),pageIndex,财务会计信息-审计意见,set_default_none,,
sp0027(财务会计信息-审计意见),accountingYear,财务会计信息-审计意见,set_default_none,,
sp0027(财务会计信息-审计意见),stamp,财务会计信息-审计意见,set_default_none,,
sp0027(财务会计信息-审计意见),f001Sp0027,财务会计信息-审计意见,审计意见,varchar(50),50
sp0027(财务会计信息-审计意见),uuid,财务会计信息-审计意见,set_default_none,,
sp0027(财务会计信息-审计意见),dataYear,财务会计信息-审计意见,年度,varchar(50),50
sp0042(发行人基本情况-控股股东、实际控制人股权质押情况),reportType,发行人基本情况-控股股东、实际控制人股权质押情况,set_default_none,,
sp0042(发行人基本情况-控股股东、实际控制人股权质押情况),sourceUrl,发行人基本情况-控股股东、实际控制人股权质押情况,set_default_none,,
sp0042(发行人基本情况-控股股东、实际控制人股权质押情况),createtime,发行人基本情况-控股股东、实际控制人股权质押情况,set_default_none,,
sp0042(发行人基本情况-控股股东、实际控制人股权质押情况),f001Sp0042,发行人基本情况-控股股东、实际控制人股权质押情况,是否存在质押或其他有争议的情况,varchar(50),50
sp0042(发行人基本情况-控股股东、实际控制人股权质押情况),contextref,发行人基本情况-控股股东、实际控制人股权质押情况,set_default_none,,
sp0042(发行人基本情况-控股股东、实际控制人股权质押情况),pageIndex,发行人基本情况-控股股东、实际控制人股权质押情况,set_default_none,,
sp0042(发行人基本情况-控股股东、实际控制人股权质押情况),accountingYear,发行人基本情况-控股股东、实际控制人股权质押情况,set_default_none,,
sp0042(发行人基本情况-控股股东、实际控制人股权质押情况),stamp,发行人基本情况-控股股东、实际控制人股权质押情况,set_default_none,,
sp0042(发行人基本情况-控股股东、实际控制人股权质押情况),uuid,发行人基本情况-控股股东、实际控制人股权质押情况,set_default_none,,
sp0042(发行人基本情况-控股股东、实际控制人股权质押情况),f002Sp0042,发行人基本情况-控股股东、实际控制人股权质押情况,质押或其他有争议的说明（原文）,varchar(1000),1000
sp0042(发行人基本情况-控股股东、实际控制人股权质押情况),dataYear,发行人基本情况-控股股东、实际控制人股权质押情况,年度,varchar(50),50
sp0064(公司治理与独立性-关联方及关联关系),reportType,公司治理与独立性-关联方及关联关系,set_default_none,,
sp0064(公司治理与独立性-关联方及关联关系),sourceUrl,公司治理与独立性-关联方及关联关系,set_default_none,,
sp0064(公司治理与独立性-关联方及关联关系),createtime,公司治理与独立性-关联方及关联关系,set_default_none,,
sp0064(公司治理与独立性-关联方及关联关系),f001Sp0064,公司治理与独立性-关联方及关联关系,关联方名称,varchar(500),500
sp0064(公司治理与独立性-关联方及关联关系),contextref,公司治理与独立性-关联方及关联关系,set_default_none,,
sp0064(公司治理与独立性-关联方及关联关系),pageIndex,公司治理与独立性-关联方及关联关系,set_default_none,,
sp0064(公司治理与独立性-关联方及关联关系),accountingYear,公司治理与独立性-关联方及关联关系,set_default_none,,
sp0064(公司治理与独立性-关联方及关联关系),stamp,公司治理与独立性-关联方及关联关系,set_default_none,,
sp0064(公司治理与独立性-关联方及关联关系),f003Sp0064,公司治理与独立性-关联方及关联关系,关联关系,varchar(1000),1000
sp0064(公司治理与独立性-关联方及关联关系),uuid,公司治理与独立性-关联方及关联关系,set_default_none,,
sp0064(公司治理与独立性-关联方及关联关系),f002Sp0064,公司治理与独立性-关联方及关联关系,关联类型,varchar(300),300
sp0064(公司治理与独立性-关联方及关联关系),dataYear,公司治理与独立性-关联方及关联关系,年度,varchar(50),50
sp0066(财务会计信息-重要会计政策和会计评估),reportType,财务会计信息-重要会计政策和会计评估,set_default_none,,
sp0066(财务会计信息-重要会计政策和会计评估),sourceUrl,财务会计信息-重要会计政策和会计评估,set_default_none,,
sp0066(财务会计信息-重要会计政策和会计评估),createtime,财务会计信息-重要会计政策和会计评估,set_default_none,,
sp0066(财务会计信息-重要会计政策和会计评估),f002Sp0066,财务会计信息-重要会计政策和会计评估,一级标题下的内容,varchar(2048),2048
sp0066(财务会计信息-重要会计政策和会计评估),contextref,财务会计信息-重要会计政策和会计评估,set_default_none,,
sp0066(财务会计信息-重要会计政策和会计评估),pageIndex,财务会计信息-重要会计政策和会计评估,set_default_none,,
sp0066(财务会计信息-重要会计政策和会计评估),accountingYear,财务会计信息-重要会计政策和会计评估,set_default_none,,
sp0066(财务会计信息-重要会计政策和会计评估),stamp,财务会计信息-重要会计政策和会计评估,set_default_none,,
sp0066(财务会计信息-重要会计政策和会计评估),f001Sp0066,财务会计信息-重要会计政策和会计评估,一级标题,varchar(100),100
sp0066(财务会计信息-重要会计政策和会计评估),uuid,财务会计信息-重要会计政策和会计评估,set_default_none,,
sp0066(财务会计信息-重要会计政策和会计评估),dataYear,财务会计信息-重要会计政策和会计评估,年度,varchar(50),50
sp0037(发行人基本情况-重大资产重组情况),reportType,发行人基本情况-重大资产重组情况,set_default_none,,
sp0037(发行人基本情况-重大资产重组情况),sourceUrl,发行人基本情况-重大资产重组情况,set_default_none,,
sp0037(发行人基本情况-重大资产重组情况),createtime,发行人基本情况-重大资产重组情况,set_default_none,,
sp0037(发行人基本情况-重大资产重组情况),contextref,发行人基本情况-重大资产重组情况,set_default_none,,
sp0037(发行人基本情况-重大资产重组情况),pageIndex,发行人基本情况-重大资产重组情况,set_default_none,,
sp0037(发行人基本情况-重大资产重组情况),f002Sp0037,发行人基本情况-重大资产重组情况,重大资产重组情况说明（原文）,varchar(2048),2048
sp0037(发行人基本情况-重大资产重组情况),accountingYear,发行人基本情况-重大资产重组情况,set_default_none,,
sp0037(发行人基本情况-重大资产重组情况),f001Sp0037,发行人基本情况-重大资产重组情况,发行人报告期内是否存在重大资产重组,varchar(50),50
sp0037(发行人基本情况-重大资产重组情况),stamp,发行人基本情况-重大资产重组情况,set_default_none,,
sp0037(发行人基本情况-重大资产重组情况),uuid,发行人基本情况-重大资产重组情况,set_default_none,,
sp0037(发行人基本情况-重大资产重组情况),dataYear,发行人基本情况-重大资产重组情况,年度,varchar(50),50
sp0054(业务与技术-专利),reportType,业务与技术-专利,set_default_none,,
sp0054(业务与技术-专利),sourceUrl,业务与技术-专利,set_default_none,,
sp0054(业务与技术-专利),createtime,业务与技术-专利,set_default_none,,
sp0054(业务与技术-专利),f002Sp0054,业务与技术-专利,专利号,varchar(100),100
sp0054(业务与技术-专利),f001Sp0054,业务与技术-专利,专利名称,varchar(300),300
sp0054(业务与技术-专利),contextref,业务与技术-专利,set_default_none,,
sp0054(业务与技术-专利),pageIndex,业务与技术-专利,set_default_none,,
sp0054(业务与技术-专利),accountingYear,业务与技术-专利,set_default_none,,
sp0054(业务与技术-专利),f003Sp0054,业务与技术-专利,专利类型,varchar(50),50
sp0054(业务与技术-专利),stamp,业务与技术-专利,set_default_none,,
sp0054(业务与技术-专利),uuid,业务与技术-专利,set_default_none,,
sp0054(业务与技术-专利),dataYear,业务与技术-专利,年度,varchar(50),50
sp0038(发行人基本情况-子公司基本情况),f009Sp0038,发行人基本情况-子公司基本情况,经营范围,varchar(2000),2000
sp0038(发行人基本情况-子公司基本情况),f002Sp0038,发行人基本情况-子公司基本情况,成立时间,varchar(50),50
sp0038(发行人基本情况-子公司基本情况),f004Sp0038,发行人基本情况-子公司基本情况,注册资本,varchar(50),50
sp0038(发行人基本情况-子公司基本情况),stamp,发行人基本情况-子公司基本情况,set_default_none,,
